text_id,prompt_id,genre,theme,model_family,model_name,provider,clean_word_count,clean_length_status,tsne_1,tsne_2
GPT_gpt-4o-mini_DIA_049,DIA_049,Dialogue,personal,GPT,gpt-4o-mini,OpenAI,206,valid,-10.70172,5.353397
GPT_gpt-4o-mini_DIA_050,DIA_050,Dialogue,personal,GPT,gpt-4o-mini,OpenAI,208,valid,-5.774681,13.140388
Claude_claude-haiku-4-5-20251001_NAR_001,NAR_001,Narrative,academic,Claude,claude-haiku-4-5-20251001,Anthropic,203,valid,15.413154,18.331507
Claude_claude-haiku-4-5-20251001_NAR_002,NAR_002,Narrative,academic,Claude,claude-haiku-4-5-20251001,Anthropic,220,valid,14.058054,-2.0820084
Claude_claude-haiku-4-5-20251001_NAR_003,NAR_003,Narrative,academic,Claude,claude-haiku-4-5-20251001,Anthropic,205,valid,-2.3069708,6.810728
Claude_claude-haiku-4-5-20251001_NAR_004,NAR_004,Narrative,academic,Claude,claude-haiku-4-5-20251001,Anthropic,210,valid,2.2987146,11.079499
Claude_claude-haiku-4-5-20251001_NAR_005,NAR_005,Narrative,academic,Claude,claude-haiku-4-5-20251001,Anthropic,213,valid,15.518481,14.076051
Claude_claude-haiku-4-5-20251001_NAR_006,NAR_006,Narrative,academic,Claude,claude-haiku-4-5-20251001,Anthropic,215,valid,20.985981,19.616879
Claude_claude-haiku-4-5-20251001_NAR_007,NAR_007,Narrative,academic,Claude,claude-haiku-4-5-20251001,Anthropic,212,valid,14.767329,20.197924
Claude_claude-haiku-4-5-20251001_NAR_008,NAR_008,Narrative,academic,Claude,claude-haiku-4-5-20251001,Anthropic,211,valid,-1.3002229,7.251083
Claude_claude-haiku-4-5-20251001_NAR_009,NAR_009,Narrative,academic,Claude,claude-haiku-4-5-20251001,Anthropic,208,valid,17.570646,21.005823
Claude_claude-haiku-4-5-20251001_NAR_010,NAR_010,Narrative,academic,Claude,claude-haiku-4-5-20251001,Anthropic,210,valid,15.390274,22.995224
Claude_claude-haiku-4-5-20251001_NAR_011,NAR_011,Narrative,academic,Claude,claude-haiku-4-5-20251001,Anthropic,204,valid,19.758776,-25.94927
Claude_claude-haiku-4-5-20251001_NAR_012,NAR_012,Narrative,academic,Claude,claude-haiku-4-5-20251001,Anthropic,213,valid,-10.857954,-38.30354
Claude_claude-haiku-4-5-20251001_NAR_013,NAR_013,Narrative,academic,Claude,claude-haiku-4-5-20251001,Anthropic,214,valid,15.879088,-27.482843
Claude_claude-haiku-4-5-20251001_NAR_014,NAR_014,Narrative,academic,Claude,claude-haiku-4-5-20251001,Anthropic,220,valid,2.2424812,1.8229551
Claude_claude-haiku-4-5-20251001_NAR_015,NAR_015,Narrative,academic,Claude,claude-haiku-4-5-20251001,Anthropic,214,valid,21.588587,-5.2560043
Claude_claude-haiku-4-5-20251001_NAR_016,NAR_016,Narrative,academic,Claude,claude-haiku-4-5-20251001,Anthropic,219,valid,19.830744,-35.086662
Claude_claude-haiku-4-5-20251001_NAR_017,NAR_017,Narrative,academic,Claude,claude-haiku-4-5-20251001,Anthropic,219,valid,19.010593,-25.139853
Claude_claude-haiku-4-5-20251001_NAR_018,NAR_018,Narrative,academic,Claude,claude-haiku-4-5-20251001,Anthropic,220,valid,28.044683,-17.705936
Claude_claude-haiku-4-5-20251001_NAR_019,NAR_019,Narrative,academic,Claude,claude-haiku-4-5-20251001,Anthropic,210,valid,14.524313,-3.3259864
Claude_claude-haiku-4-5-20251001_NAR_020,NAR_020,Narrative,academic,Claude,claude-haiku-4-5-20251001,Anthropic,212,valid,19.585096,-25.607023
Claude_claude-haiku-4-5-20251001_NAR_021,NAR_021,Narrative,business,Claude,claude-haiku-4-5-20251001,Anthropic,211,valid,-35.009434,3.3388627
Claude_claude-haiku-4-5-20251001_NAR_022,NAR_022,Narrative,business,Claude,claude-haiku-4-5-20251001,Anthropic,203,valid,-7.891252,-2.5797217
Claude_claude-haiku-4-5-20251001_NAR_023,NAR_023,Narrative,business,Claude,claude-haiku-4-5-20251001,Anthropic,212,valid,-11.769713,-19.612688
Claude_claude-haiku-4-5-20251001_NAR_024,NAR_024,Narrative,business,Claude,claude-haiku-4-5-20251001,Anthropic,220,valid,-46.59065,5.7923117
Claude_claude-haiku-4-5-20251001_NAR_025,NAR_025,Narrative,business,Claude,claude-haiku-4-5-20251001,Anthropic,211,valid,-8.614944,-17.14469
Claude_claude-haiku-4-5-20251001_NAR_026,NAR_026,Narrative,business,Claude,claude-haiku-4-5-20251001,Anthropic,199,valid,-2.6360369,-24.534834
Claude_claude-haiku-4-5-20251001_NAR_027,NAR_027,Narrative,business,Claude,claude-haiku-4-5-20251001,Anthropic,206,valid,-27.42421,-17.366777
Claude_claude-haiku-4-5-20251001_NAR_028,NAR_028,Narrative,business,Claude,claude-haiku-4-5-20251001,Anthropic,219,valid,-23.780157,-21.80798
Claude_claude-haiku-4-5-20251001_NAR_029,NAR_029,Narrative,business,Claude,claude-haiku-4-5-20251001,Anthropic,220,valid,-0.92186743,-30.827515
Claude_claude-haiku-4-5-20251001_NAR_030,NAR_030,Narrative,business,Claude,claude-haiku-4-5-20251001,Anthropic,208,valid,-17.810537,-17.174713
Claude_claude-haiku-4-5-20251001_NAR_031,NAR_031,Narrative,career,Claude,claude-haiku-4-5-20251001,Anthropic,214,valid,-3.0939887,-1.6585699
Claude_claude-haiku-4-5-20251001_NAR_032,NAR_032,Narrative,career,Claude,claude-haiku-4-5-20251001,Anthropic,216,valid,-3.4846585,-2.2696521
Claude_claude-haiku-4-5-20251001_NAR_033,NAR_033,Narrative,career,Claude,claude-haiku-4-5-20251001,Anthropic,211,valid,3.6758826,-2.9074583
Claude_claude-haiku-4-5-20251001_NAR_034,NAR_034,Narrative,career,Claude,claude-haiku-4-5-20251001,Anthropic,215,valid,-17.658955,10.827887
Claude_claude-haiku-4-5-20251001_NAR_035,NAR_035,Narrative,career,Claude,claude-haiku-4-5-20251001,Anthropic,217,valid,2.3288684,-4.1880994
Claude_claude-haiku-4-5-20251001_NAR_036,NAR_036,Narrative,career,Claude,claude-haiku-4-5-20251001,Anthropic,220,valid,6.925257,-7.186626
Claude_claude-haiku-4-5-20251001_NAR_037,NAR_037,Narrative,career,Claude,claude-haiku-4-5-20251001,Anthropic,219,valid,-2.2157705,-2.191868
Claude_claude-haiku-4-5-20251001_NAR_038,NAR_038,Narrative,career,Claude,claude-haiku-4-5-20251001,Anthropic,220,valid,0.31671646,9.774255
Claude_claude-haiku-4-5-20251001_NAR_039,NAR_039,Narrative,career,Claude,claude-haiku-4-5-20251001,Anthropic,216,valid,-2.9724898,-1.9514445
Claude_claude-haiku-4-5-20251001_NAR_040,NAR_040,Narrative,career,Claude,claude-haiku-4-5-20251001,Anthropic,212,valid,2.422393,13.010433
Claude_claude-haiku-4-5-20251001_NAR_041,NAR_041,Narrative,personal,Claude,claude-haiku-4-5-20251001,Anthropic,201,valid,-17.371794,25.491835
Claude_claude-haiku-4-5-20251001_NAR_042,NAR_042,Narrative,personal,Claude,claude-haiku-4-5-20251001,Anthropic,218,valid,-16.194046,25.947987
Claude_claude-haiku-4-5-20251001_NAR_043,NAR_043,Narrative,personal,Claude,claude-haiku-4-5-20251001,Anthropic,208,valid,-13.788559,25.998901
Claude_claude-haiku-4-5-20251001_NAR_044,NAR_044,Narrative,personal,Claude,claude-haiku-4-5-20251001,Anthropic,196,valid,-15.616029,10.241289
Claude_claude-haiku-4-5-20251001_NAR_045,NAR_045,Narrative,personal,Claude,claude-haiku-4-5-20251001,Anthropic,212,valid,-16.277,4.828892
Claude_claude-haiku-4-5-20251001_NAR_046,NAR_046,Narrative,personal,Claude,claude-haiku-4-5-20251001,Anthropic,215,valid,-20.353338,19.723389
Claude_claude-haiku-4-5-20251001_NAR_047,NAR_047,Narrative,personal,Claude,claude-haiku-4-5-20251001,Anthropic,200,valid,-19.648151,15.191133
Claude_claude-haiku-4-5-20251001_NAR_048,NAR_048,Narrative,personal,Claude,claude-haiku-4-5-20251001,Anthropic,214,valid,-5.939315,-13.632894
Claude_claude-haiku-4-5-20251001_NAR_049,NAR_049,Narrative,personal,Claude,claude-haiku-4-5-20251001,Anthropic,210,valid,-30.029314,19.262676
Claude_claude-haiku-4-5-20251001_NAR_050,NAR_050,Narrative,personal,Claude,claude-haiku-4-5-20251001,Anthropic,220,valid,-6.35291,9.345903
Claude_claude-haiku-4-5-20251001_DES_001,DES_001,Descriptive,academic,Claude,claude-haiku-4-5-20251001,Anthropic,212,valid,12.44503,7.0009613
Claude_claude-haiku-4-5-20251001_DES_002,DES_002,Descriptive,academic,Claude,claude-haiku-4-5-20251001,Anthropic,217,valid,17.928497,7.9748626
Claude_claude-haiku-4-5-20251001_DES_003,DES_003,Descriptive,academic,Claude,claude-haiku-4-5-20251001,Anthropic,200,valid,14.506886,10.871978
Claude_claude-haiku-4-5-20251001_DES_004,DES_004,Descriptive,academic,Claude,claude-haiku-4-5-20251001,Anthropic,206,valid,10.55086,8.316233
Claude_claude-haiku-4-5-20251001_DES_005,DES_005,Descriptive,academic,Claude,claude-haiku-4-5-20251001,Anthropic,208,valid,34.174473,18.442778
Claude_claude-haiku-4-5-20251001_DES_006,DES_006,Descriptive,academic,Claude,claude-haiku-4-5-20251001,Anthropic,217,valid,19.295456,24.247211
Claude_claude-haiku-4-5-20251001_DES_007,DES_007,Descriptive,academic,Claude,claude-haiku-4-5-20251001,Anthropic,212,valid,20.875837,11.672631
Claude_claude-haiku-4-5-20251001_DES_008,DES_008,Descriptive,academic,Claude,claude-haiku-4-5-20251001,Anthropic,201,valid,22.150455,14.247291
Claude_claude-haiku-4-5-20251001_DES_009,DES_009,Descriptive,academic,Claude,claude-haiku-4-5-20251001,Anthropic,216,valid,7.872895,13.305856
Claude_claude-haiku-4-5-20251001_DES_010,DES_010,Descriptive,academic,Claude,claude-haiku-4-5-20251001,Anthropic,218,valid,17.881237,4.1283574
Claude_claude-haiku-4-5-20251001_DES_011,DES_011,Descriptive,academic,Claude,claude-haiku-4-5-20251001,Anthropic,196,valid,-12.17755,-39.80996
Claude_claude-haiku-4-5-20251001_DES_012,DES_012,Descriptive,academic,Claude,claude-haiku-4-5-20251001,Anthropic,197,valid,-14.30971,-38.91483
Claude_claude-haiku-4-5-20251001_DES_013,DES_013,Descriptive,academic,Claude,claude-haiku-4-5-20251001,Anthropic,201,valid,23.704922,-28.878597
Claude_claude-haiku-4-5-20251001_DES_014,DES_014,Descriptive,academic,Claude,claude-haiku-4-5-20251001,Anthropic,219,valid,32.48362,-16.286388
Claude_claude-haiku-4-5-20251001_DES_015,DES_015,Descriptive,academic,Claude,claude-haiku-4-5-20251001,Anthropic,209,valid,30.12053,-21.232433
Claude_claude-haiku-4-5-20251001_DES_016,DES_016,Descriptive,academic,Claude,claude-haiku-4-5-20251001,Anthropic,207,valid,19.280678,-2.3241365
Claude_claude-haiku-4-5-20251001_DES_017,DES_017,Descriptive,academic,Claude,claude-haiku-4-5-20251001,Anthropic,207,valid,26.683657,-26.223143
Claude_claude-haiku-4-5-20251001_DES_018,DES_018,Descriptive,academic,Claude,claude-haiku-4-5-20251001,Anthropic,212,valid,21.460176,-35.14247
Claude_claude-haiku-4-5-20251001_DES_019,DES_019,Descriptive,academic,Claude,claude-haiku-4-5-20251001,Anthropic,220,valid,25.85573,-32.287903
Claude_claude-haiku-4-5-20251001_DES_020,DES_020,Descriptive,academic,Claude,claude-haiku-4-5-20251001,Anthropic,220,valid,28.986696,-13.661208
Claude_claude-haiku-4-5-20251001_DES_021,DES_021,Descriptive,business,Claude,claude-haiku-4-5-20251001,Anthropic,217,valid,-35.959816,-0.24644843
Claude_claude-haiku-4-5-20251001_DES_022,DES_022,Descriptive,business,Claude,claude-haiku-4-5-20251001,Anthropic,206,valid,-32.574993,3.3206255
Claude_claude-haiku-4-5-20251001_DES_023,DES_023,Descriptive,business,Claude,claude-haiku-4-5-20251001,Anthropic,210,valid,-20.010422,-27.993216
Claude_claude-haiku-4-5-20251001_DES_024,DES_024,Descriptive,business,Claude,claude-haiku-4-5-20251001,Anthropic,213,valid,-45.726383,7.731229
Claude_claude-haiku-4-5-20251001_DES_025,DES_025,Descriptive,business,Claude,claude-haiku-4-5-20251001,Anthropic,203,valid,-43.583588,9.597195
Claude_claude-haiku-4-5-20251001_DES_026,DES_026,Descriptive,business,Claude,claude-haiku-4-5-20251001,Anthropic,195,valid,-15.175105,-14.654389
Claude_claude-haiku-4-5-20251001_DES_027,DES_027,Descriptive,business,Claude,claude-haiku-4-5-20251001,Anthropic,209,valid,1.2837794,26.013905
Claude_claude-haiku-4-5-20251001_DES_028,DES_028,Descriptive,business,Claude,claude-haiku-4-5-20251001,Anthropic,209,valid,-22.868355,-25.980505
Claude_claude-haiku-4-5-20251001_DES_029,DES_029,Descriptive,business,Claude,claude-haiku-4-5-20251001,Anthropic,210,valid,-1.0995106,-33.592754
Claude_claude-haiku-4-5-20251001_DES_030,DES_030,Descriptive,business,Claude,claude-haiku-4-5-20251001,Anthropic,207,valid,-20.582764,-18.359167
Claude_claude-haiku-4-5-20251001_DES_031,DES_031,Descriptive,career,Claude,claude-haiku-4-5-20251001,Anthropic,212,valid,7.939245,3.1226907
Claude_claude-haiku-4-5-20251001_DES_032,DES_032,Descriptive,career,Claude,claude-haiku-4-5-20251001,Anthropic,210,valid,9.523117,-0.11082979
Claude_claude-haiku-4-5-20251001_DES_033,DES_033,Descriptive,career,Claude,claude-haiku-4-5-20251001,Anthropic,206,valid,11.269991,3.0387433
Claude_claude-haiku-4-5-20251001_DES_034,DES_034,Descriptive,career,Claude,claude-haiku-4-5-20251001,Anthropic,190,valid,37.67162,2.8956327
Claude_claude-haiku-4-5-20251001_DES_035,DES_035,Descriptive,career,Claude,claude-haiku-4-5-20251001,Anthropic,203,valid,4.1646643,-13.989694
Claude_claude-haiku-4-5-20251001_DES_036,DES_036,Descriptive,career,Claude,claude-haiku-4-5-20251001,Anthropic,201,valid,-14.050719,-10.263562
Claude_claude-haiku-4-5-20251001_DES_037,DES_037,Descriptive,career,Claude,claude-haiku-4-5-20251001,Anthropic,214,valid,5.875194,-13.835136
Claude_claude-haiku-4-5-20251001_DES_038,DES_038,Descriptive,career,Claude,claude-haiku-4-5-20251001,Anthropic,205,valid,9.754324,6.7473097
Claude_claude-haiku-4-5-20251001_DES_039,DES_039,Descriptive,career,Claude,claude-haiku-4-5-20251001,Anthropic,206,valid,-3.827021,-1.3960751
Claude_claude-haiku-4-5-20251001_DES_040,DES_040,Descriptive,career,Claude,claude-haiku-4-5-20251001,Anthropic,208,valid,0.88475454,-16.02494
Claude_claude-haiku-4-5-20251001_DES_041,DES_041,Descriptive,personal,Claude,claude-haiku-4-5-20251001,Anthropic,215,valid,-9.378537,20.057074
Claude_claude-haiku-4-5-20251001_DES_042,DES_042,Descriptive,personal,Claude,claude-haiku-4-5-20251001,Anthropic,207,valid,-16.93159,26.210073
Claude_claude-haiku-4-5-20251001_DES_043,DES_043,Descriptive,personal,Claude,claude-haiku-4-5-20251001,Anthropic,209,valid,-8.129758,23.251648
Claude_claude-haiku-4-5-20251001_DES_044,DES_044,Descriptive,personal,Claude,claude-haiku-4-5-20251001,Anthropic,214,valid,-11.413891,14.022262
Claude_claude-haiku-4-5-20251001_DES_045,DES_045,Descriptive,personal,Claude,claude-haiku-4-5-20251001,Anthropic,218,valid,2.570506,35.57869
Claude_claude-haiku-4-5-20251001_DES_046,DES_046,Descriptive,personal,Claude,claude-haiku-4-5-20251001,Anthropic,207,valid,-22.94265,15.917775
Claude_claude-haiku-4-5-20251001_DES_047,DES_047,Descriptive,personal,Claude,claude-haiku-4-5-20251001,Anthropic,183,valid,23.808418,2.8857718
Claude_claude-haiku-4-5-20251001_DES_048,DES_048,Descriptive,personal,Claude,claude-haiku-4-5-20251001,Anthropic,199,valid,-34.834084,21.357924
Claude_claude-haiku-4-5-20251001_DES_049,DES_049,Descriptive,personal,Claude,claude-haiku-4-5-20251001,Anthropic,197,valid,-6.8334894,25.967512
Claude_claude-haiku-4-5-20251001_DES_050,DES_050,Descriptive,personal,Claude,claude-haiku-4-5-20251001,Anthropic,217,valid,-10.41627,8.502892
Claude_claude-haiku-4-5-20251001_ARG_001,ARG_001,Argumentative,academic,Claude,claude-haiku-4-5-20251001,Anthropic,218,valid,19.550303,26.655146
Claude_claude-haiku-4-5-20251001_ARG_002,ARG_002,Argumentative,academic,Claude,claude-haiku-4-5-20251001,Anthropic,218,valid,22.814098,23.8372
Claude_claude-haiku-4-5-20251001_ARG_003,ARG_003,Argumentative,academic,Claude,claude-haiku-4-5-20251001,Anthropic,213,valid,11.744548,27.485611
Claude_claude-haiku-4-5-20251001_ARG_004,ARG_004,Argumentative,academic,Claude,claude-haiku-4-5-20251001,Anthropic,212,valid,26.617998,25.668604
Claude_claude-haiku-4-5-20251001_ARG_005,ARG_005,Argumentative,academic,Claude,claude-haiku-4-5-20251001,Anthropic,220,valid,21.927881,25.94775
Claude_claude-haiku-4-5-20251001_ARG_006,ARG_006,Argumentative,academic,Claude,claude-haiku-4-5-20251001,Anthropic,220,valid,22.010273,29.103004
Claude_claude-haiku-4-5-20251001_ARG_007,ARG_007,Argumentative,academic,Claude,claude-haiku-4-5-20251001,Anthropic,215,valid,32.43367,11.532458
Claude_claude-haiku-4-5-20251001_ARG_008,ARG_008,Argumentative,academic,Claude,claude-haiku-4-5-20251001,Anthropic,209,valid,18.897942,29.641727
Claude_claude-haiku-4-5-20251001_ARG_009,ARG_009,Argumentative,academic,Claude,claude-haiku-4-5-20251001,Anthropic,216,valid,7.9535627,26.88722
Claude_claude-haiku-4-5-20251001_ARG_010,ARG_010,Argumentative,academic,Claude,claude-haiku-4-5-20251001,Anthropic,218,valid,14.782697,31.289944
Claude_claude-haiku-4-5-20251001_ARG_011,ARG_011,Argumentative,academic,Claude,claude-haiku-4-5-20251001,Anthropic,216,valid,29.079456,-22.900127
Claude_claude-haiku-4-5-20251001_ARG_012,ARG_012,Argumentative,academic,Claude,claude-haiku-4-5-20251001,Anthropic,220,valid,30.741602,-28.483475
Claude_claude-haiku-4-5-20251001_ARG_013,ARG_013,Argumentative,academic,Claude,claude-haiku-4-5-20251001,Anthropic,220,valid,23.439453,-16.817135
Claude_claude-haiku-4-5-20251001_ARG_014,ARG_014,Argumentative,academic,Claude,claude-haiku-4-5-20251001,Anthropic,209,valid,37.65204,-15.71109
Claude_claude-haiku-4-5-20251001_ARG_015,ARG_015,Argumentative,academic,Claude,claude-haiku-4-5-20251001,Anthropic,215,valid,13.428891,-15.101015
Claude_claude-haiku-4-5-20251001_ARG_016,ARG_016,Argumentative,academic,Claude,claude-haiku-4-5-20251001,Anthropic,220,valid,33.46761,-8.457551
Claude_claude-haiku-4-5-20251001_ARG_017,ARG_017,Argumentative,academic,Claude,claude-haiku-4-5-20251001,Anthropic,215,valid,32.912434,-19.136242
Claude_claude-haiku-4-5-20251001_ARG_018,ARG_018,Argumentative,academic,Claude,claude-haiku-4-5-20251001,Anthropic,214,valid,11.449933,-13.201686
Claude_claude-haiku-4-5-20251001_ARG_019,ARG_019,Argumentative,academic,Claude,claude-haiku-4-5-20251001,Anthropic,220,valid,25.986147,-21.968828
Claude_claude-haiku-4-5-20251001_ARG_020,ARG_020,Argumentative,academic,Claude,claude-haiku-4-5-20251001,Anthropic,213,valid,18.731562,-13.988968
Claude_claude-haiku-4-5-20251001_ARG_021,ARG_021,Argumentative,business,Claude,claude-haiku-4-5-20251001,Anthropic,209,valid,-37.29482,-0.25751555
Claude_claude-haiku-4-5-20251001_ARG_022,ARG_022,Argumentative,business,Claude,claude-haiku-4-5-20251001,Anthropic,196,valid,-39.736916,-1.6764756
Claude_claude-haiku-4-5-20251001_ARG_023,ARG_023,Argumentative,business,Claude,claude-haiku-4-5-20251001,Anthropic,213,valid,-39.85488,-6.8650756
Claude_claude-haiku-4-5-20251001_ARG_024,ARG_024,Argumentative,business,Claude,claude-haiku-4-5-20251001,Anthropic,201,valid,-44.925133,1.9137957
Claude_claude-haiku-4-5-20251001_ARG_025,ARG_025,Argumentative,business,Claude,claude-haiku-4-5-20251001,Anthropic,202,valid,-43.47247,5.262628
Claude_claude-haiku-4-5-20251001_ARG_026,ARG_026,Argumentative,business,Claude,claude-haiku-4-5-20251001,Anthropic,217,valid,-20.757826,-14.28268
Claude_claude-haiku-4-5-20251001_ARG_027,ARG_027,Argumentative,business,Claude,claude-haiku-4-5-20251001,Anthropic,214,valid,-24.053583,-18.20986
Claude_claude-haiku-4-5-20251001_ARG_028,ARG_028,Argumentative,business,Claude,claude-haiku-4-5-20251001,Anthropic,207,valid,-28.436836,-15.383243
Claude_claude-haiku-4-5-20251001_ARG_029,ARG_029,Argumentative,business,Claude,claude-haiku-4-5-20251001,Anthropic,214,valid,-33.264126,-14.583035
Claude_claude-haiku-4-5-20251001_ARG_030,ARG_030,Argumentative,business,Claude,claude-haiku-4-5-20251001,Anthropic,214,valid,1.8784719,-32.555576
Claude_claude-haiku-4-5-20251001_ARG_031,ARG_031,Argumentative,career,Claude,claude-haiku-4-5-20251001,Anthropic,214,valid,-18.3111,-4.5665812
Claude_claude-haiku-4-5-20251001_ARG_032,ARG_032,Argumentative,career,Claude,claude-haiku-4-5-20251001,Anthropic,209,valid,-20.510544,-9.446803
Claude_claude-haiku-4-5-20251001_ARG_033,ARG_033,Argumentative,career,Claude,claude-haiku-4-5-20251001,Anthropic,216,valid,10.450228,-17.976322
Claude_claude-haiku-4-5-20251001_ARG_034,ARG_034,Argumentative,career,Claude,claude-haiku-4-5-20251001,Anthropic,211,valid,9.650616,-13.557402
Claude_claude-haiku-4-5-20251001_ARG_035,ARG_035,Argumentative,career,Claude,claude-haiku-4-5-20251001,Anthropic,220,valid,-20.627663,0.8573465
Claude_claude-haiku-4-5-20251001_ARG_036,ARG_036,Argumentative,career,Claude,claude-haiku-4-5-20251001,Anthropic,207,valid,31.561518,-0.16508032
Claude_claude-haiku-4-5-20251001_ARG_037,ARG_037,Argumentative,career,Claude,claude-haiku-4-5-20251001,Anthropic,211,valid,8.828232,-8.127691
Claude_claude-haiku-4-5-20251001_ARG_038,ARG_038,Argumentative,career,Claude,claude-haiku-4-5-20251001,Anthropic,215,valid,-16.274694,-8.293195
Claude_claude-haiku-4-5-20251001_ARG_039,ARG_039,Argumentative,career,Claude,claude-haiku-4-5-20251001,Anthropic,218,valid,-13.645894,-3.6466694
Claude_claude-haiku-4-5-20251001_ARG_040,ARG_040,Argumentative,career,Claude,claude-haiku-4-5-20251001,Anthropic,220,valid,3.729981,21.940712
Claude_claude-haiku-4-5-20251001_ARG_041,ARG_041,Argumentative,personal,Claude,claude-haiku-4-5-20251001,Anthropic,220,valid,-20.517515,32.114655
Claude_claude-haiku-4-5-20251001_ARG_042,ARG_042,Argumentative,personal,Claude,claude-haiku-4-5-20251001,Anthropic,212,valid,-17.84589,32.31004
Claude_claude-haiku-4-5-20251001_ARG_043,ARG_043,Argumentative,personal,Claude,claude-haiku-4-5-20251001,Anthropic,220,valid,-14.163549,34.44496
Claude_claude-haiku-4-5-20251001_ARG_044,ARG_044,Argumentative,personal,Claude,claude-haiku-4-5-20251001,Anthropic,213,valid,-17.667719,34.995693
Claude_claude-haiku-4-5-20251001_ARG_045,ARG_045,Argumentative,personal,Claude,claude-haiku-4-5-20251001,Anthropic,216,valid,-23.475843,-1.6900259
Claude_claude-haiku-4-5-20251001_ARG_046,ARG_046,Argumentative,personal,Claude,claude-haiku-4-5-20251001,Anthropic,204,valid,-29.205076,-12.009986
Claude_claude-haiku-4-5-20251001_ARG_047,ARG_047,Argumentative,personal,Claude,claude-haiku-4-5-20251001,Anthropic,220,valid,-25.260416,-9.328458
Claude_claude-haiku-4-5-20251001_ARG_048,ARG_048,Argumentative,personal,Claude,claude-haiku-4-5-20251001,Anthropic,214,valid,-35.368156,15.445062
Claude_claude-haiku-4-5-20251001_ARG_049,ARG_049,Argumentative,personal,Claude,claude-haiku-4-5-20251001,Anthropic,215,valid,-17.345827,-1.5498965
Claude_claude-haiku-4-5-20251001_ARG_050,ARG_050,Argumentative,personal,Claude,claude-haiku-4-5-20251001,Anthropic,210,valid,-5.4818573,15.86083
Claude_claude-haiku-4-5-20251001_DIA_001,DIA_001,Dialogue,academic,Claude,claude-haiku-4-5-20251001,Anthropic,206,valid,17.144527,26.35471
Claude_claude-haiku-4-5-20251001_DIA_002,DIA_002,Dialogue,academic,Claude,claude-haiku-4-5-20251001,Anthropic,209,valid,31.172642,22.4927
Claude_claude-haiku-4-5-20251001_DIA_003,DIA_003,Dialogue,academic,Claude,claude-haiku-4-5-20251001,Anthropic,215,valid,29.169634,14.53649
Claude_claude-haiku-4-5-20251001_DIA_004,DIA_004,Dialogue,academic,Claude,claude-haiku-4-5-20251001,Anthropic,211,valid,26.028593,9.314933
Claude_claude-haiku-4-5-20251001_DIA_005,DIA_005,Dialogue,academic,Claude,claude-haiku-4-5-20251001,Anthropic,204,valid,22.098547,20.79428
Claude_claude-haiku-4-5-20251001_DIA_006,DIA_006,Dialogue,academic,Claude,claude-haiku-4-5-20251001,Anthropic,202,valid,25.20326,28.09481
Claude_claude-haiku-4-5-20251001_DIA_007,DIA_007,Dialogue,academic,Claude,claude-haiku-4-5-20251001,Anthropic,207,valid,15.07136,25.503696
Claude_claude-haiku-4-5-20251001_DIA_008,DIA_008,Dialogue,academic,Claude,claude-haiku-4-5-20251001,Anthropic,215,valid,28.028257,19.608294
Claude_claude-haiku-4-5-20251001_DIA_009,DIA_009,Dialogue,academic,Claude,claude-haiku-4-5-20251001,Anthropic,205,valid,42.294262,-5.2391734
Claude_claude-haiku-4-5-20251001_DIA_010,DIA_010,Dialogue,academic,Claude,claude-haiku-4-5-20251001,Anthropic,208,valid,31.62179,25.341963
Claude_claude-haiku-4-5-20251001_DIA_011,DIA_011,Dialogue,academic,Claude,claude-haiku-4-5-20251001,Anthropic,195,valid,21.73475,-26.182495
Claude_claude-haiku-4-5-20251001_DIA_012,DIA_012,Dialogue,academic,Claude,claude-haiku-4-5-20251001,Anthropic,199,valid,-8.179969,-38.495083
Claude_claude-haiku-4-5-20251001_DIA_013,DIA_013,Dialogue,academic,Claude,claude-haiku-4-5-20251001,Anthropic,216,valid,10.412697,-32.654472
Claude_claude-haiku-4-5-20251001_DIA_014,DIA_014,Dialogue,academic,Claude,claude-haiku-4-5-20251001,Anthropic,215,valid,32.725414,-29.334877
Claude_claude-haiku-4-5-20251001_DIA_015,DIA_015,Dialogue,academic,Claude,claude-haiku-4-5-20251001,Anthropic,205,valid,22.877352,-6.845643
Claude_claude-haiku-4-5-20251001_DIA_016,DIA_016,Dialogue,academic,Claude,claude-haiku-4-5-20251001,Anthropic,206,valid,20.16377,-33.43581
Claude_claude-haiku-4-5-20251001_DIA_017,DIA_017,Dialogue,academic,Claude,claude-haiku-4-5-20251001,Anthropic,212,valid,34.5504,-22.752958
Claude_claude-haiku-4-5-20251001_DIA_018,DIA_018,Dialogue,academic,Claude,claude-haiku-4-5-20251001,Anthropic,210,valid,24.072847,-25.001162
Claude_claude-haiku-4-5-20251001_DIA_019,DIA_019,Dialogue,academic,Claude,claude-haiku-4-5-20251001,Anthropic,217,valid,29.304564,-33.963436
Claude_claude-haiku-4-5-20251001_DIA_020,DIA_020,Dialogue,academic,Claude,claude-haiku-4-5-20251001,Anthropic,210,valid,22.39759,-20.949083
Claude_claude-haiku-4-5-20251001_DIA_021,DIA_021,Dialogue,business,Claude,claude-haiku-4-5-20251001,Anthropic,208,valid,-36.752285,1.5545107
Claude_claude-haiku-4-5-20251001_DIA_022,DIA_022,Dialogue,business,Claude,claude-haiku-4-5-20251001,Anthropic,211,valid,-31.529099,-5.495815
